id,sample,location,sample_date,sample_time,hour,wday,week,month,year,temp_field,do_field,cond_field,ph_field,tds_field,turbidity_field,chl_a,phycocyanin,al,p,fe,fluoride,chloride,nitrite,bromide,nitrate,phosphate,sulfate,uv_254,turbidity,colour,doc,toc,tn,ph_lab,rdl_al,rdl_p,rdl_fe,rdl_fluoride,rdl_chloride,rdl_nitrite,rdl_bromide,rdl_nitrate,rdl_phosphate,rdl_sulfate,chlorophyll_a,alkalinity,dn,ul_p,ul_al,ul_fe,cyra,mcye_ndaf,sxta,total_cyano,lod_cyra,lod_mcye_ndaf,lod_sxta,lod_total_cyano,grab_mclr,passive_mclr,spe_grab_mclr,grab_mclr_lod,passive_mclr_lod,spe_grab_mclr_lod
etyci-1160,NA,Banook 1,2024-06-18,08:54:00,8,3,25,6,2024,20,9.02,641,7.74,460.7,-1.3,NA,-0.01,22.16795912246988,9.512307291938436,67.16991069812457,9.5072,224266.4,NA,33.4356,236.8408,NA,1864.553,0.04966666666666667,1.1673333333333331,5.666666666666667,2.281,2.361,0.2047,6.6991,2,5,2,9,12,9,9,10,10,9,0.14,30.6089,0.2013,625,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.22114,NA,NA
lhxzs-1195,NA,Banook 1,2024-06-25,09:03:00,9,3,26,6,2024,20.9,8.21,656,7.57,461.4,-1.05,NA,0.02,NA,NA,NA,6.6966,227819.1,NA,37.0409,251.5606,NA,2926.5112,0.04566666666666667,0.7646666666666667,5,1.982,2.003,0.14870000000000003,6.7715,NA,NA,NA,9,12,9,9,10,10,9,0.14,29.437,0.1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.22114,NA,NA
xctky-1218,NA,Banook 1,2024-07-02,08:55:00,8,3,27,7,2024,20.3,7.92,645,7.34,460.5,-1.3,NA,0.01,NA,NA,NA,4.1639,222445.6,NA,18.5414,27.6733,NA,60778.0546,0.05033333333333334,0.8119999999999999,4,NA,NA,NA,6.8289,NA,NA,NA,9,12,9,9,10,10,9,0.23,28.6718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.22114,NA,NA
sossh-1251,NA,Banook 1,2024-07-09,09:24:00,9,3,28,7,2024,23.1,8.35,682,7.45,460,-0.73,NA,0.06,7.107581532890559,8.008067731460633,45.70065123470732,5.9646,313484.10000000003,NA,33.1187,301.117,NA,52696.593,0.04733333333333334,0.6443333333333333,6.333333333333333,NA,NA,NA,6.8463,2,5,2,9,12,9,9,10,10,9,0.37,31.5862,NA,250,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.22114,NA,NA
tcrix-1288,NA,Banook 1,2024-07-16,09:08:00,9,3,29,7,2024,24.5,8.32,708,7.57,460.1,1.2,NA,0.02,NA,NA,NA,83.347,215491.8,41.0055,40.5984,196.1751,NA,35976.4619,0.051,1.403333333333333,3.3333333333333335,2.3789999999999996,2.482,0.1693,6.8227,NA,NA,NA,9,12,9,9,10,10,9,0.69,31.07,0.1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.22114,NA,NA
vwjfy-1340,NA,Banook 1,2024-07-23,08:55:00,8,3,30,7,2024,24.2,5.93,709,7.61,468,NA,NA,NA,29.614384275624907,7.522200471938971,85.77681353441385,12.0208,NA,NA,55.1138,257.6622,NA,57265.0514,0.04866666666666667,1.4333333333333331,2,1.81,1.975,0.1967,6.9385,2,5,2,9,12,9,9,10,10,9,NA,31.7541,0.1637,250,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.22114,NA,NA
xqvdv-1369,NA,Banook 1,2024-07-31,09:06:00,9,4,31,7,2024,23.8,8.26,695,7.51,462.1,-1.45,NA,0,5.828664890092766,5.935544014150436,24.049082998202124,60.4311,NA,49.5554,33.8336,213.7432,NA,37189.2809,0.04833333333333334,1.2433333333333332,3.3333333333333335,2.584,2.1519999999999997,0.17840000000000003,6.8123,2,5,2,9,12,9,9,10,10,9,0.85,31.147,0.2219,250,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.22114,NA,NA
krsax-1398,NA,Banook 1,2024-08-06,08:48:00,8,3,32,8,2024,24.6,8.37,705,7.79,461.2,-1.3,NA,0.04,7.563397524967927,8.853981302053894,24.525679791340863,108.0761,218633.2,NA,45.3218,174.9393,NA,37769.8977,0.04933333333333334,1.1499999999999997,3.6666666666666665,2.542,2.323,0.14350000000000002,6.9708,2,5,2,9,12,9,9,10,10,9,1.29,32.1308,0.17340000000000003,250,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.22114,NA,NA
bedyo-1427,NA,Banook 1,2024-08-13,09:10:00,9,3,33,8,2024,23.494,8.2,688,7.65,459.525,-1.32,NA,0,4.8397258063195405,7.8044911613654895,10.267479519089957,56.5085,216083.5,69.5162,40.3971,182.5004,NA,36713.1068,0.04900000000000001,1.2066666666666668,3.3333333333333335,2.274,2.209,0.15030000000000002,7.0028,2,5,2,9,12,9,9,10,10,9,0.7,34.5578,0.16770000000000002,10000,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.22114,NA,NA
qojcd-1449,b1_082024,Banook 1,2024-08-20,08:59:00,8,3,34,8,2024,24.3,8.08,697,7.59,458.9,-1.55,NA,0.02,14.238062025107046,10.503319210803769,28.47202853366063,167.6272,209473.8,61.063,47.6364,104.2574,NA,38767.8237,0.04633333333333334,1.6133333333333333,3,2.233,2.3309999999999995,0.16720000000000002,7.2517,2,5,2,9,12,9,9,10,10,9,0.75,32.5206,0.14140000000000005,5125,1000,1000,0,0,0,7828.20534857505,1.8,1.8,1.8,1.8,0,NA,NA,0.22114,NA,NA
pddvi-1482,b1_082724,Banook 1,2024-08-27,09:30:00,9,3,35,8,2024,23.2,8.3,683,7.53,459.1,-1.51,NA,0.01,NA,NA,NA,71.8921,216561.7,76.7873,44.8453,139.066,NA,38229.348,0.04633333333333334,0.913,2.3333333333333335,2.742,2.226,0.1873,NA,NA,NA,NA,9,12,9,9,10,10,9,0.47,NA,0.2128,NA,NA,NA,0,4.260738220668692,0,4640.5202951577185,1.8,1.8,1.8,1.8,0,NA,NA,0.22114,NA,NA
kxilc-1502,NA,Banook 1,2024-09-03,09:15:00,9,3,36,9,2024,21.8,8.03,668,7.59,461.4,-0.47,NA,-0.06,3.18859359293249,5.72912930203525,14.724604870302734,83.8047,211185.4,NA,53.0072,190.831,NA,48903.8982,0.04800000000000001,1.2466666666666668,3.6666666666666665,2.188,2.3749999999999996,0.211,6.8114,2,5,2,9,12,9,9,10,10,9,0.34,30.8312,0.17140000000000002,250,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.22114,NA,NA
hxgsw-1527,b1_091024,Banook 1,2024-09-10,09:00:00,9,3,37,9,2024,20.161,8.33,627,7.53,449.163,-1.71,NA,-0.07,5.375665574887704,6.237072595638854,15.304125434153956,53.2425,208330.6,NA,46.2002,345.4556,NA,41699.4837,0.04766666666666667,0.7453333333333333,3.3333333333333335,2.103,2.124,0.15650000000000003,6.8193,2,5,2,9,12,9,9,10,10,9,0.24,31.3237,0.15960000000000002,1000,1000,1000,0,29.19131303264908,0,29079.74519350328,1.8,1.8,1.8,1.8,0,NA,NA,0.22114,NA,NA
dgzss-1551,b1_091724,Banook 1,2024-09-17,09:00:00,9,3,38,9,2024,20.42,8.84,631,7.66,449.5,-1.92,NA,-0.09,5.45861089447598,4.575070543390432,9.203525910196074,18.2604,201520.4,NA,55.3552,357.3539,NA,53030.2919,0.02966666666666666,2.026666666666667,2.3333333333333335,2.0309999999999997,1.934,0.1813,6.9061,2,5,2,9,12,9,9,10,10,9,0.29,30.7652,0.1778,10000,1000,1000,0,115.40891394651584,0,25759.32019443092,2.25,2.25,2.25,2.25,0.0173388,NA,NA,0.22114,NA,NA
uvwps-1584,b1_092424,Banook 1,2024-09-24,09:15:00,9,3,39,9,2024,18.798,9.01,611,7.71,450.45,-1.88,NA,-0.06,7.6156353883529935,45.21758934120334,8.777815406961642,63.4455,213289.1,NA,37.4792,162.4414,NA,28633.4427,0.04700000000000001,0.62,2.6666666666666665,2.3919999999999995,2.261,0.10470000000000002,6.6708,2,5,2,9,12,9,9,10,10,9,0.25,30.8717,0.1688,250,1000,1000,279.8198050641996,63.49223772259474,0,20988.4079169543,1.8,1.8,1.8,1.8,NA,NA,NA,0.22114,NA,NA
hwtju-1635,b1_100124,Banook 1,2024-10-01,08:55:00,8,3,40,10,2024,18.19,9.23,600,7.73,448.38,-1.8,NA,-0.07,5.115640179449808,6.247460503076201,8.55050267196302,88.4508,200149.8,33.6921,46.9373,154.1752,23.657,41018.2586,0.04366666666666666,0.5493333333333333,2.3333333333333335,2.509,2.36,0.15420000000000003,6.8964,2,5,2,9,12,9,9,10,10,9,0.24,30.5629,0.162,250,1000,1000,0,167.0224220316531,0,32991.039317029245,1.8,1.8,1.8,1.8,0,NA,NA,0.22114,NA,NA
ghfpy-1672,b1_100824,Banook 1,2024-10-08,08:55:00,8,3,41,10,2024,17.197,9.28,584,7.71,446.45,-1.9,NA,-0.09,5.004315925883311,5.122609109429748,12.081707170599485,63.8403,200855.3,16.4675,53.3485,173.068,338.083,54734.8918,0.04166666666666666,0.20033333333333336,3.3333333333333335,2.4189999999999996,2.3289999999999997,0.15820000000000004,6.7215,2,5,2,9,12,9,9,10,10,9,0.22,28.2433,0.16990000000000002,250,1000,1000,0,33.010416447309765,0,11157.57685486292,1.8,1.8,1.8,1.8,0,NA,NA,0.22114,NA,NA
psstv-1725,b1_101524,Banook 1,2024-10-15,09:10:00,9,3,42,10,2024,14.77,9.57,550,7.78,444.55,-1.82,NA,-0.05,6.64675813875677,4.125441189480497,16.454097747580914,55.9012,215806,NA,43.7954,114.2452,28.1869,29128.7356,0.04666666666666667,0.5393333333333333,3,2.5189999999999997,2.51,0.1904,6.7366,2,5,2,9,12,9,9,10,10,9,0.21,31.8624,0.18009999999999998,250,1000,1000,0,70.91069978433744,0,12320.934018256026,1.894736842105263,1.894736842105263,1.894736842105263,1.894736842105263,0,NA,NA,0.22114,0.00631578947368421,NA
psstv-1763,b1_102224,Banook 1,2024-10-22,09:23:00,9,3,43,10,2024,13.518,10.34,536,7.75,445.98,-1.85,NA,-0.06,5.069636136940823,5.469679015544351,17.15334239184377,NA,NA,NA,NA,NA,NA,NA,0.04733333333333334,0.47,2.6666666666666665,2.4219999999999997,2.3909999999999996,0.14,6.9258,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.16,29.9808,0.1149,250,1000,1000,0,55.399211656622555,0,20530.723856924917,1.8,1.8,1.8,1.8,0,NA,NA,0.22114,NA,NA
psstv-1796,b1_102924,Banook 1,2024-10-29,09:10:00,9,3,44,10,2024,10.755,11.03,495.2,7.71,442.774,-1.1,NA,-0.07,4.8909811573478645,4.497209481570872,20.812121103035004,NA,NA,NA,NA,NA,NA,NA,0.04566666666666667,0.7936666666666667,2.6666666666666665,2.291,2.298,0.1009,7.0492,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.15,30.525,0.0907,250,1000,1000,0,0.4406379119271362,0,31954.058143038656,1.8,1.8,1.8,1.8,0,NA,NA,0.22114,NA,NA
hwnxw-1816,b1_110524,Banook 1,2024-11-05,08:52:00,8,3,45,11,2024,9.578,11.01,486.6,7.82,449.269,0.05,NA,0.02,22.45251451699605,16.90026924494557,63.11497308572057,NA,NA,NA,NA,NA,NA,NA,0.05033333333333334,1.7433333333333334,3.3333333333333335,2.4759999999999995,2.514,0.15440000000000004,6.8344,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.44,32.0942,0.16640000000000002,250,1000,1000,NA,NA,NA,23882.317553782115,NA,NA,NA,1.8,0,NA,NA,0.22114,NA,NA
ukpty-1837,b1_111224,Banook 1,2024-11-12,08:58:00,8,3,46,11,2024,9.756,10.51,479.1,7.67,449.49,-1.62,NA,-0.04,9.673476122901087,7.164570525821444,36.52946267249785,NA,NA,NA,NA,NA,NA,NA,0.04633333333333334,0.894,4,2.261,2.25,0.08458,9.0207,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.23,32.5636,0.1088,250,1000,1000,0,0.14329625774415178,0,15230.221621516825,1.8,1.8,1.8,1.8,0.0044473,NA,NA,0.22114,NA,NA
hwgao-1849,b1_111924,Banook 1,2024-11-19,08:53:00,8,3,47,11,2024,6.241,11.96,448.4,7.72,453.2,-0.95,NA,-0.05,6.260966574438303,6.68551757891657,28.15055211899036,NA,NA,NA,NA,NA,NA,NA,0.04533333333333334,1.0466666666666666,3,NA,NA,NA,6.7838,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.24,35.8551,NA,250,1000,1000,NA,NA,NA,20798.132507805603,NA,NA,NA,1.8,0,NA,NA,0.22114,NA,NA
uhdaw-1865,b1_112624,Banook 1,2024-11-26,09:00:00,9,3,48,11,2024,6.406,11.86,438.7,7.71,442.7,1.73,NA,-0.04,13.02525105927272,7.071497940309089,33.58402409824499,NA,NA,NA,NA,NA,NA,NA,0.04866666666666667,1.5200000000000002,4.333333333333333,NA,NA,NA,6.8324,2,5,2,NA,NA,NA,NA,NA,NA,NA,0.29,30.596,NA,250,1000,1000,0,0,0,15860.327993392331,1.8,1.8,1.8,1.8,0,NA,NA,0.22114,NA,NA
NA,NA,Banook 2,2022-05-24,00:00:00,0,3,21,5,2022,16.4,9.82,829,7.53,645,NA,NA,NA,11.3876313,7.019582258,56.92592882,NA,819070.5,NA,NA,246.7,414.3,79256.5,0.0535,0.954,14,NA,NA,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,193685.73701169185,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-05-31,00:00:00,0,3,22,5,2022,17.6,8.56,845,7.73,641,NA,NA,NA,8.66770898,28.07448056,45.95316105,NA,746679.9,NA,NA,347.4,69.9,74919,0.051,0.583,10.5,2.1849999999999996,2.185,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,301.2341854505219,0,98676.50511469576,45,45,45,45,NA,NA,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-06-07,00:00:00,0,3,23,6,2022,19.2,7.35,762,7.42,557,NA,NA,NA,7.45191438,8.17511372,51.2658502,NA,715056.3,NA,NA,267.3,48.4,69144.6,0.05,1.185,12,2.284,2.277,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,96491.19972109592,45,45,45,45,0.2,NA,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-06-14,00:00:00,0,3,24,6,2022,19.3,7.34,820,7.72,598,NA,NA,NA,9.656677605,8.524093785,51.73142092,NA,628639.6,NA,NA,388,132.4,59205,0.0515,1.2400000000000002,14.5,2.228,2.2175,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,840.838226766696,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-06-21,00:00:00,0,3,25,6,2022,19.2,6.82,822,7.68,601,NA,NA,NA,7.236594053,7.472083488,45.23231909,NA,590946.7,NA,NA,407.7,197.9,54870.8,0.0505,1.0165000000000002,9.5,2.347,2.181,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,190.1165662566714,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-06-28,00:00:00,0,3,26,6,2022,20.9,7.13,843,7.69,595,NA,NA,NA,11.58200452,11.6520099,78.66396434,NA,NA,NA,NA,NA,NA,NA,0.052,1.045,31.5,2.306,2.285,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,NA,869.4724896066467,45,45,NA,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-07-05,00:00:00,0,3,27,7,2022,23.1,6.59,893,7.35,603,NA,NA,NA,3.486100008,7.171734869,36.7305235,NA,NA,NA,NA,NA,NA,NA,0.052,1.865,31.5,2.539,NA,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,257.22856267563515,45,45,45,45,0.2,NA,NA,0.2,NA,NA
NA,NA,Banook 2,2022-07-12,00:00:00,0,3,28,7,2022,21.9,5.52,887,7.48,576,NA,NA,NA,6.753610487,9.038792634,48.40654322,NA,NA,NA,NA,NA,NA,NA,0.0535,2.4299999999999997,47.5,2.3145,2.2554999999999996,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,45.74411660327302,0,58968.75309172091,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-07-19,00:00:00,0,3,29,7,2022,23,5.17,842,7.24,568,NA,NA,NA,9.594168832,33.35895356,37.46870027,NA,NA,NA,NA,NA,NA,NA,0.0495,1.27,20,2.243,2.126,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,1071.393252458919,36.21044726244445,389201.8431734062,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-07-26,00:00:00,0,3,30,7,2022,24.4,6.7,896,7.69,590,NA,NA,NA,6.478105174,10.77652049,23.32585274,NA,616983.4,NA,NA,325,17.1,70953.6,0.05,0.9395,16,2.234,2.216,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,1984.2645170343303,0,55768.98306546349,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-08-02,00:00:00,0,3,31,8,2022,24,6.74,900,7.49,597,NA,NA,NA,10.64768077,10.09301071,29.90923074,NA,522147.7,NA,NA,326.5,35.4,56517.4,0.0495,1.595,18.5,2.4545000000000003,2.2809999999999997,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,1048.9898958487388,0,507217.921332648,45,45,45,45,0.3916,NA,NA,0.2,NA,NA
NA,NA,Banook 2,2022-08-09,00:00:00,0,3,32,8,2022,24.2,5.71,905,7.64,597,NA,NA,NA,10.73878132,14.13612055,16.43431601,NA,413971.9,NA,NA,141.9,33.2,39374.3,0.047,1.66,17,2.3855,2.3235,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,83.1970648884159,822.1074208634983,0,372634.0659306526,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-08-16,00:00:00,0,3,33,8,2022,23.6,6.77,899,7.53,584,NA,NA,NA,11.03781275,6.783415982,17.79036918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,14477.285025796436,0,604516.8906625343,45,45,45,45,0.2,0.112989474,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-08-23,00:00:00,0,3,34,8,2022,23.4,7.68,853,7.37,572,NA,NA,NA,10.29087659,4.675479071,10.66631207,NA,NA,NA,NA,NA,NA,NA,0.05,0.47,2,2.278,2.1615,0.1563,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,29.995855198378457,0,71697.63605362833,45,45,45,45,0.2,NA,NA,0.2,NA,NA
NA,NA,Banook 2,2022-08-30,00:00:00,0,3,35,8,2022,23.6,6,860,7.47,574,NA,NA,NA,6.239417404,6.70307965,8.312696527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.425,2.315,0.1891,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,42.12210559542058,0,87612.5889738389,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-09-06,00:00:00,0,3,36,9,2022,21.5,6.4,816,7.35,569,NA,NA,NA,6.239417404,6.70307965,8.312696527,21.7,195974.9,0.3,NA,46.8,1.9,14139.4,NA,NA,NA,NA,NA,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,719.0999040703688,0,267763.73951265885,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-09-13,00:00:00,0,3,37,9,2022,22.4,7.1,805,7.34,551,NA,NA,NA,5.503855633,8.356837536,19.30408832,NA,645771.9,NA,73.5,72.3,51.1,3149.9,0.047,0.47,2,2.1790000000000003,2.3065,0.14200000000000002,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,102.09790948334746,0,66235.87315088145,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-09-20,00:00:00,0,3,38,9,2022,17.8,7.63,786,7.15,592,NA,NA,NA,5.780165303,15.19179481,9.211541525,NA,NA,NA,NA,NA,NA,NA,0.0285,0.2445,0.5,2.182,2.163,0.18045,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,535.0605616940711,0,166676.60042156195,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-10-04,00:00:00,0,3,40,10,2022,14.3,8.13,631,7.21,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,0.281,3.5,NA,NA,NA,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,34.78143984572788,0,15729.301686164015,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-10-11,00:00:00,0,3,41,10,2022,14.1,8.14,617,7.34,506,NA,NA,NA,7.057186109,7.024028753,13.030444900000001,NA,NA,NA,NA,NA,NA,NA,0.055,0.522,2.5,2.107,2.269,0.1982,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,710.8742261256257,0,70167.56637031154,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-10-18,00:00:00,0,3,42,10,2022,16,8.05,624,7.38,489.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,3.685,2,2.286,2.343,0.1696,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,12594.812080945749,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,NA,Banook 2,2022-10-25,00:00:00,0,3,43,10,2022,15.5,6.72,623,7.38,495.1,NA,NA,NA,8.47661384,9.01640364,30.87940814,NA,NA,NA,NA,NA,NA,NA,0.06,0.751,3.5,2.292,2.531,0.1865,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,22.247778865512124,0,19947.241527147547,45,45,45,45,0.2,0.05,NA,0.2,0.05,NA
NA,b2_gr_1101,Banook 2,2022-11-01,00:00:00,0,3,44,11,2022,13.9,8.35,582,7.74,480.1,NA,NA,NA,8.659141843,4.167831673,23.20970471,NA,NA,NA,NA,NA,NA,NA,0.05599999999999999,0.778,3,2.349,2.303,0.1439,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,123.06524508954791,0,NA,90,90,90,90,0.2,0.05,NA,0.2,0.05,NA
NA,b2_gr_1108,Banook 2,2022-11-08,00:00:00,0,3,45,11,2022,13.6,8.49,600,7.62,498.5,NA,NA,NA,6.091841302,101.1479565,25.83806242,NA,NA,NA,NA,NA,NA,NA,0.061,1.085,2.5,2.361,2.379,0.15685,NA,2,5,2,9,12,9,9,10,10,9,NA,NA,NA,NA,NA,NA,0,0,0,NA,90,90,90,90,0.2,0.05,NA,0.2,0.05,NA
icxql-3,b2_053023,Banook 2,2023-05-30,09:52:00,9,3,22,5,2023,15.4,13.98,708,7.36,561,NA,NA,NA,12.51975767881295,5.224075309753919,49.39246797508362,44.9392,901900.2061,0.3265201462523223,60.695,67.1203,50.3015,34409.7859,0.019,0.7043333333333334,7,2.592,2.708,0.1478,NA,2,5,2,9,12,9,9,10,10,9,NA,32.0972,NA,250,250,250,0,0,0,313.7807386694474,45,45,45,45,0,NA,NA,0.22114,0.00631578947368421,NA
yhnmk-31,b2_060623,Banook 2,2023-06-06,09:33:00,9,3,23,6,2023,14.6,7.65,666,7.97,540,NA,NA,NA,19.237870830611712,6.275112286432533,66.43884754630798,17.7574,401687.3494,4.3658,52.759,156.8697,42.1052,22114.071160173047,0.03833333333333333,0.924,6.333333333333333,2.627,2.586,0.1037,NA,2,5,2,9,12,9,9,10,10,9,NA,4.6229,0.1003,250,250,1000,0,0,5.159333539761214,6614.1130660183,9,9,9,9,0,0,NA,0.22114,0.00631578947368421,NA
oeqgr-72,b2_061323,Banook 2,2023-06-13,00:00:00,0,3,24,6,2023,19.2,8.68,732,7.24,536,NA,NA,NA,14.632358506168552,7.619929222728209,111.83170462462496,32.9933,828021.6097,0.3685934037534875,55.049,194.9757,24.6066,35743.5248,0.05833333333333333,0.6946666666666667,10.666666666666666,2.782,2.813,0.09588,NA,2,5,2,9,12,9,9,10,10,9,NA,63.418,0.114,250,250,250,0,0,0,13936.465233468143,9,9,9,9,0,NA,NA,0.22114,NA,NA
hujft-104,b2_062023,Banook 2,2023-06-20,09:44:00,9,3,25,6,2023,16.5,8.28,680,7.29,528,NA,NA,NA,9.830486405033604,7.330778662645029,66.81761322062778,NA,NA,NA,NA,NA,NA,NA,0.05433333333333334,0.636,15,2.888,2.944,0.1465,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,35.9337,0.1578,250,1000,1000,0,0,0,17931.475378268315,18,18,18,18,0,NA,NA,0.22114,NA,NA
twdxj-124,b2_062723,Banook 2,2023-06-27,10:06:00,10,3,26,6,2023,19.5,9.29,727,7.23,527,NA,NA,NA,8.602979073840505,9.279229685728875,96.25183447976217,32.3663,270620.0768,0.5265,38.114,131.5778,19.2017,18265.0772,0.08766666666666667,0.6786666666666666,17.666666666666668,3.019,2.636,0.1166,NA,2,5,2,9,12,9,9,10,10,9,NA,36.2861,0.2649,250,1000,1000,0,0,0,3491.5748929630727,18,18,18,18,0,0,NA,0.22114,0.00631578947368421,NA
yflzj-149,b2_070423,Banook 2,2023-07-04,10:02:00,10,3,27,7,2023,19.8,7.06,709,7.17,511,NA,NA,NA,7.77293502450391,22.494773321105043,133.73256813454296,NA,NA,NA,NA,NA,NA,NA,0.10266666666666668,0.7053333333333334,6.666666666666667,2.646,2.669,0.1219,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,35.9337,0.132,250,625,625,0,0,0,0.13691440846886602,3.6,3.6,3.6,3.6,0,NA,NA,0.22114,NA,NA
jycuq-168,b2_071123,Banook 2,2023-07-11,09:28:00,9,3,28,7,2023,22.4,6.42,821,7.2,565,NA,NA,NA,5.668080400956281,8.104444157882426,141.0949537549053,NA,NA,NA,NA,NA,NA,NA,0.07133333333333335,0.8116666666666666,7.333333333333333,2.631,2.754,0.1496,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,32.6676,0.1391,250,1000,1000,0,0,0,6526.536434936207,3,3,3,3,0,0,NA,0.22114,0.00631578947368421,NA
thuvg-190,b2_071823,Banook 2,2023-07-18,09:17:00,9,3,29,7,2023,24.1,5.34,738,7.06,486.7,NA,NA,NA,4.363849924771396,7.042471076004499,94.673744144741,24.8053,285091.5646,2.9106,42.89,127.4854,NA,26291.7713,0.07200000000000001,0.8853333333333332,3.6666666666666665,3.244,3.111,0.2044,NA,2,5,2,9,12,9,9,10,10,9,NA,34.5298,0.247,250,1000,1000,0,0,0,11665.025130920129,3,3,3,3,0,0,NA,0.22114,0.00631578947368421,NA
